STATE,YEAR,DISTRICT,MUD
GUJARAT,2008,SURENDRANAGAR,35
KERALA,2008,"TRIVANDRUM RURAL",35
BIHAR,2001,BAGAHA,34
GUJARAT,2001,KUTCH,34
GUJARAT,2001,"VADODARA COMMR.",34
KERALA,2001,KOTTAYAM,34
KERALA,2001,KOZHIKODE,34
MAHARASHTRA,2001,"NAVI MUMBAI",34
RAJASTHAN,2001,BHILWARA,34
"TAMIL NADU",2001,"MADURAI URBAN",34
"TAMIL NADU",2001,THIRUVALLUR,34
ASSAM,2002,KAMRUP,34
"MADHYA PRADESH",2002,MANDSAUR,34
"MADHYA PRADESH",2002,RAISEN,34
MAHARASHTRA,2002,WASHIM,34
PUNJAB,2002,BHATINDA,34
"TAMIL NADU",2002,PUDUKOTTAI,34
UTTARAKHAND,2002,NAINITAL,34
"ANDHRA PRADESH",2003,VIJAYAWADA,34
CHHATTISGARH,2003,KANKER,34
GUJARAT,2003,JAMNAGAR,34
"JAMMU & KASHMIR",2003,JAMMU,34
ODISHA,2003,DHENKANAL,34
PUNJAB,2003,BATALA,34
"UTTAR PRADESH",2003,DEORIA,34
"WEST BENGAL",2003,"UTTAR DINAJPUR",34
"JAMMU & KASHMIR",2004,REASI,34
KERALA,2004,IDUKKI,34
KERALA,2004,PALAKKAD,34
PUNJAB,2004,MAJITHA,34
"UTTAR PRADESH",2004,BASTI,34
"UTTAR PRADESH",2004,SONBHADRA,34
BIHAR,2005,SUPAUL,34
CHHATTISGARH,2005,KORIYA,34
GUJARAT,2005,VALSAD,34
JHARKHAND,2005,LATEHAR,34
KARNATAKA,2005,KODAGU,34
"MADHYA PRADESH",2005,NARSINGHPUR,34
MAHARASHTRA,2005,HINGOLI,34
ODISHA,2005,CUTTACK,34
PUNJAB,2005,HOSHIARPUR,34
RAJASTHAN,2005,BARAN,34
"TAMIL NADU",2005,PERAMBALUR,34
"UTTAR PRADESH",2005,MAU,34
KARNATAKA,2006,"DHARWAD RURAL",34
KERALA,2006,KOLLAM,34
ODISHA,2006,DHENKANAL,34
RAJASTHAN,2006,JHUNJHUNU,34
TRIPURA,2006,NORTH,34
"WEST BENGAL",2006,"UTTAR DINAJPUR",34
"ANDHRA PRADESH",2007,VIZIANAGARAM,34
ASSAM,2007,N.C.HILLS,34
CHHATTISGARH,2007,BALRAMPUR,34
HARYANA,2007,JIND,34
"MADHYA PRADESH",2007,"ASHOK NAGAR",34
"MADHYA PRADESH",2007,PANNA,34
MAHARASHTRA,2007,GONDIA,34
RAJASTHAN,2007,BHILWARA,34
RAJASTHAN,2007,DAUSA,34
"TAMIL NADU",2007,PUDUKOTTAI,34
TRIPURA,2007,SOUTH,34
"WEST BENGAL",2007,COOCHBEHAR,34
"WEST BENGAL",2007,"DAKSHIN DINAJPUR",34
"DELHI UT",2007,EAST,34
"ANDHRA PRADESH",2008,"VIJAYAWADA CITY",34
BIHAR,2008,MADHEPURA,34
GUJARAT,2008,JAMNAGAR,34
HARYANA,2008,PALWAL,34
KERALA,2008,PALAKKAD,34
"MADHYA PRADESH",2008,MANDLA,34
"MADHYA PRADESH",2008,PANNA,34
ODISHA,2008,BHADRAK,34
RAJASTHAN,2008,JHUNJHUNU,34
"TAMIL NADU",2008,SIVAGANGAI,34
"DELHI UT",2008,CENTRAL,34
"ANDHRA PRADESH",2009,"VIJAYAWADA CITY",34
ASSAM,2009,CHIRANG,34
ASSAM,2009,KARIMGANJ,34
GUJARAT,2009,HIMATNAGAR,34
HARYANA,2009,REWARI,34
KARNATAKA,2009,"MYSORE COMMR.",34
KERALA,2009,"ERNAKULAM RURAL",34
KERALA,2009,KOLLAM,34
"MADHYA PRADESH",2009,KHANDWA,34
"MADHYA PRADESH",2009,MANDSAUR,34
"MADHYA PRADESH",2009,SHAJAPUR,34
"MADHYA PRADESH",2009,SIHORE,34
ODISHA,2009,KHURDA,34
PUNJAB,2009,SANGRUR,34
"TAMIL NADU",2009,SIVAGANGAI,34
"TAMIL NADU",2009,THENI,34
"TAMIL NADU",2009,THIRUVALLUR,34
CHHATTISGARH,2010,MAHASAMUND,34
HARYANA,2010,KURUKSHETRA,34
HARYANA,2010,PALWAL,34
KARNATAKA,2010,SHIMOGA,34
"MADHYA PRADESH",2010,SHAHDOL,34
"MADHYA PRADESH",2010,TIKAMGARH,34
ODISHA,2010,BOLANGIR,34
PUNJAB,2010,MOGA,34
RAJASTHAN,2010,BANSWARA,34
"TAMIL NADU",2010,"MADURAI URBAN",34
"UTTAR PRADESH",2010,DEORIA,34
"UTTAR PRADESH",2010,PILIBHIT,34
"WEST BENGAL",2010,ASANSOL,34
ASSAM,2011,DARRANG,34
BIHAR,2011,KISHANGANJ,34
BIHAR,2011,SAHARSA,34
CHHATTISGARH,2011,KORBA,34
GUJARAT,2011,BHARUCH,34
ODISHA,2011,BARAGARH,34
ODISHA,2011,"DCP BBSR",34
ODISHA,2011,NOWRANGPUR,34
RAJASTHAN,2011,BANSWARA,34
RAJASTHAN,2011,BHILWARA,34
"TAMIL NADU",2011,THENI,34
"UTTAR PRADESH",2011,DEORIA,34
"UTTAR PRADESH",2011,HAMIRPUR,34
ASSAM,2012,BARPETA,34
GUJARAT,2012,"AHMEDABAD RURAL",34
GUJARAT,2012,DAHOD,34
"MADHYA PRADESH",2012,"ASHOK NAGAR",34
MAHARASHTRA,2012,PARBHANI,34
RAJASTHAN,2012,BANSWARA,34
RAJASTHAN,2012,"JODHPUR RURAL",34
"UTTAR PRADESH",2012,"CHITRAKOOT DHAM",34
"MADHYA PRADESH",2008,KATNI,33
ODISHA,2008,NAYAGARH,33
PUNJAB,2008,HOSHIARPUR,33
RAJASTHAN,2008,BANSWARA,33
RAJASTHAN,2008,DAUSA,33
RAJASTHAN,2008,"KOTA RURAL",33
RAJASTHAN,2008,PALI,33
"UTTAR PRADESH",2008,"AMBEDKAR NAGAR",33
"UTTAR PRADESH",2008,DEORIA,33
"UTTAR PRADESH",2008,JHANSI,33
"WEST BENGAL",2008,"DAKSHIN DINAJPUR",33
GOA,2009,"NORTH GOA",33
GUJARAT,2009,DAHOD,33
HARYANA,2009,FATEHABAD,33
JHARKHAND,2009,PAKUR,33
"MADHYA PRADESH",2009,BARWANI,33
MAHARASHTRA,2009,OSMANABAD,33
RAJASTHAN,2009,BANSWARA,33
RAJASTHAN,2009,KARAULI,33
TRIPURA,2009,NORTH,33
"UTTAR PRADESH",2009,"KANPUR DEHAT",33
"ANDHRA PRADESH",2010,"RANGA REDDY",33
"ANDHRA PRADESH",2010,"VIJAYAWADA CITY",33
ASSAM,2010,"KARBI ANGLONG",33
"MADHYA PRADESH",2010,MANDLA,33
ODISHA,2010,KALAHANDI,33
ODISHA,2010,RAYAGADA,33
RAJASTHAN,2010,"JODHPUR RURAL",33
"TAMIL NADU",2010,RAMNATHAPURAM,33
UTTARAKHAND,2010,DEHRADUN,33
BIHAR,2011,SHEIKHPURA,33
GOA,2011,"NORTH GOA",33
HARYANA,2011,MAHENDRAGARH,33
JHARKHAND,2011,LOHARDAGGA,33
KARNATAKA,2011,KODAGU,33
"MADHYA PRADESH",2011,PANNA,33
MAHARASHTRA,2011,BHANDARA,33
PUNJAB,2011,KAPURTHALA,33
RAJASTHAN,2011,JHALAWAR,33
"UTTAR PRADESH",2011,BALLIA,33
ASSAM,2012,UDALGURI,33
CHHATTISGARH,2012,MAHASAMUND,33
KARNATAKA,2012,CHICKMAGALUR,33
KARNATAKA,2012,"UTTAR KANNADA",33
ODISHA,2012,BARAGARH,33
"TAMIL NADU",2012,THIRUVARUR,33
"UTTAR PRADESH",2012,BASTI,33
"ANDHRA PRADESH",2001,VIZIANAGARAM,33
CHHATTISGARH,2001,KORBA,33
HARYANA,2001,KAITHAL,33
JHARKHAND,2001,LOHARDAGGA,33
KARNATAKA,2001,"DAKSHIN KANNADA",33
KARNATAKA,2001,RAICHUR,33
KERALA,2001,IDUKKI,33
RAJASTHAN,2001,BUNDI,33
"TAMIL NADU",2001,KANYAKUMARI,33
"TAMIL NADU",2001,RAMNATHAPURAM,33
"UTTAR PRADESH",2001,SONBHADRA,33
BIHAR,2002,SHEIKHPURA,33
HARYANA,2002,JIND,33
"MADHYA PRADESH",2002,KHANDWA,33
ODISHA,2002,BOLANGIR,33
"TAMIL NADU",2002,KANYAKUMARI,33
"UTTAR PRADESH",2002,SONBHADRA,33
HARYANA,2003,JIND,33
"JAMMU & KASHMIR",2003,REASI,33
PUNJAB,2003,SANGRUR,33
RAJASTHAN,2003,DAUSA,33
RAJASTHAN,2003,SIKAR,33
"UTTAR PRADESH",2003,JAUNPUR,33
CHHATTISGARH,2004,BALRAMPUR,33
CHHATTISGARH,2004,KORIYA,33
"MADHYA PRADESH",2004,KATNI,33
"MADHYA PRADESH",2004,NARSINGHPUR,33
MEGHALAYA,2004,"KHASI HILLS EAST",33
ODISHA,2004,BARAGARH,33
"TAMIL NADU",2004,PERAMBALUR,33
BIHAR,2005,SHEIKHPURA,33
GUJARAT,2005,JUNAGADH,33
HARYANA,2005,REWARI,33
"JAMMU & KASHMIR",2005,REASI,33
"MADHYA PRADESH",2005,KATNI,33
ODISHA,2005,BARAGARH,33
PUNJAB,2005,SANGRUR,33
RAJASTHAN,2005,PALI,33
"TAMIL NADU",2005,THIRUVANNAMALAI,33
"WEST BENGAL",2005,COOCHBEHAR,33
HARYANA,2006,PALWAL,33
JHARKHAND,2006,DEOGHAR,33
JHARKHAND,2006,LOHARDAGGA,33
KARNATAKA,2006,"MYSORE COMMR.",33
"MADHYA PRADESH",2006,"ASHOK NAGAR",33
"MADHYA PRADESH",2006,SHAHDOL,33
RAJASTHAN,2006,BARAN,33
"TAMIL NADU",2006,DHARMAPURI,33
"UTTAR PRADESH",2006,MAU,33
"ANDHRA PRADESH",2007,"VIJAYAWADA CITY",33
MAHARASHTRA,2007,"NASIK COMMR.",33
BIHAR,2008,NAUGACHIA,33
GUJARAT,2008,JUNAGADH,33
GUJARAT,2008,VALSAD,33
ASSAM,2001,KARIMGANJ,32
JHARKHAND,2001,GARHWA,32
KARNATAKA,2001,"MYSORE COMMR.",32
MAHARASHTRA,2001,BHANDARA,32
MANIPUR,2001,THOUBAL,32
ODISHA,2001,BOLANGIR,32
UTTARAKHAND,2001,DEHRADUN,32
KERALA,2002,IDUKKI,32
MAHARASHTRA,2002,"AURANGABAD COMMR.",32
MAHARASHTRA,2002,HINGOLI,32
MANIPUR,2002,IMPHAL(WEST),32
NAGALAND,2002,DIMAPUR,32
PUNJAB,2002,KAPURTHALA,32
RAJASTHAN,2002,PALI,32
CHHATTISGARH,2003,KORBA,32
JHARKHAND,2003,GARHWA,32
KARNATAKA,2003,KODAGU,32
"MADHYA PRADESH",2003,SIHORE,32
MAHARASHTRA,2003,DHULE,32
PUNJAB,2003,"TARN TARAN",32
RAJASTHAN,2003,JHALAWAR,32
"TAMIL NADU",2003,PUDUKOTTAI,32
"UTTAR PRADESH",2003,AURAIYA,32
"UTTAR PRADESH",2003,BALLIA,32
"UTTAR PRADESH",2003,MAHOBA,32
"DELHI UT",2003,NORTH,32
KARNATAKA,2004,CHITRADURGA,32
"MADHYA PRADESH",2004,KHARGON,32
MAHARASHTRA,2004,DHULE,32
MEGHALAYA,2004,"JAINTIA HILLS",32
ODISHA,2004,BOLANGIR,32
RAJASTHAN,2004,CHURU,32
RAJASTHAN,2004,DHOLPUR,32
RAJASTHAN,2004,JHUNJHUNU,32
"TAMIL NADU",2004,NAGAPATTINAM,32
"MADHYA PRADESH",2005,PANNA,32
GUJARAT,2006,"VADODARA COMMR.",32
HARYANA,2006,KARNAL,32
HARYANA,2006,REWARI,32
KARNATAKA,2006,RAICHUR,32
"MADHYA PRADESH",2006,ANUPPUR,32
"MADHYA PRADESH",2006,NARSINGHPUR,32
ODISHA,2006,BOLANGIR,32
"TAMIL NADU",2006,PERAMBALUR,32
"UTTAR PRADESH",2006,DEORIA,32
BIHAR,2007,LAKHISARAI,32
GUJARAT,2007,"RAJKOT RURAL",32
HARYANA,2007,KAITHAL,32
HARYANA,2007,YAMUNANAGAR,32
KARNATAKA,2007,CHICKMAGALUR,32
KARNATAKA,2007,CHITRADURGA,32
MAHARASHTRA,2007,NANDURBAR,32
RAJASTHAN,2007,HANUMANGARH,32
"TAMIL NADU",2007,PERAMBALUR,32
"UTTAR PRADESH",2007,BALLIA,32
"UTTAR PRADESH",2007,MAU,32
"ANDHRA PRADESH",2008,VISAKHAPATNAM,32
BIHAR,2008,KISHANGANJ,32
GUJARAT,2008,GANDHINAGAR,32
"MADHYA PRADESH",2008,ANUPPUR,32
"MADHYA PRADESH",2008,BARWANI,32
PUNJAB,2008,"TARN TARAN",32
"TAMIL NADU",2008,THIRUVANNAMALAI,32
"UTTAR PRADESH",2008,BALLIA,32
BIHAR,2009,KISHANGANJ,32
BIHAR,2009,NAUGACHIA,32
GUJARAT,2009,JAMNAGAR,32
JHARKHAND,2009,LOHARDAGGA,32
KARNATAKA,2009,CHICKMAGALUR,32
"MADHYA PRADESH",2009,"ASHOK NAGAR",32
"MADHYA PRADESH",2009,RAJGARH,32
MANIPUR,2009,"IMPHAL WEST",32
RAJASTHAN,2009,CHURU,32
"TAMIL NADU",2009,NAMAKKAL,32
"UTTAR PRADESH",2009,MIRZAPUR,32
"UTTAR PRADESH",2009,VARANASI,32
"WEST BENGAL",2009,ASANSOL,32
CHHATTISGARH,2010,KORIYA,32
HARYANA,2010,PANIPAT,32
JHARKHAND,2010,PAKUR,32
"MADHYA PRADESH",2010,SIDHI,32
"MADHYA PRADESH",2010,SINGRAULI,32
ODISHA,2010,BHADRAK,32
RAJASTHAN,2010,BHILWARA,32
"UTTAR PRADESH",2010,SULTANPUR,32
"UTTAR PRADESH",2010,VARANASI,32
GUJARAT,2011,SURENDRANAGAR,32
JHARKHAND,2011,RAMGARH,32
KERALA,2011,"TRIVANDRUM RURAL",32
PUNJAB,2011,"CP AMRITSAR",32
PUNJAB,2011,MOGA,32
RAJASTHAN,2011,KARAULI,32
PUDUCHERRY,2011,PUDUCHERRY,32
CHHATTISGARH,2012,KANKER,32
KERALA,2012,KANNUR,32
KERALA,2012,PALAKKAD,32
"MADHYA PRADESH",2012,DINDORI,32
MAHARASHTRA,2012,"NASIK COMMR.",32
"WEST BENGAL",2012,SILIGURI_PC,32
"MADHYA PRADESH",2008,SHAHDOL,31
ODISHA,2008,BALASORE,31
PUNJAB,2008,MANSA,31
"ANDHRA PRADESH",2009,SRIKAKULAM,31
ASSAM,2009,LAKHIMPUR,31
KARNATAKA,2009,KODAGU,31
MAHARASHTRA,2009,RAIGAD,31
PUNJAB,2009,"AMRITSAR RURAL",31
PUNJAB,2009,GURDASPUR,31
"TAMIL NADU",2009,RAMNATHAPURAM,31
PUDUCHERRY,2009,PUDUCHERRY,31
"ANDHRA PRADESH",2010,SRIKAKULAM,31
"ANDHRA PRADESH",2010,"TIRUPATHI URBAN",31
ASSAM,2010,GOALPARA,31
GUJARAT,2010,"AHMEDABAD RURAL",31
HARYANA,2010,MAHENDRAGARH,31
JHARKHAND,2010,CHATRA,31
KARNATAKA,2010,CHAMARAJNAGAR,31
ODISHA,2010,JAGATSINGHPUR,31
RAJASTHAN,2010,BARAN,31
GUJARAT,2011,JUNAGADH,31
"MADHYA PRADESH",2011,SEONI,31
ODISHA,2011,BOLANGIR,31
PUNJAB,2011,FEROZPUR,31
PUNJAB,2011,"SAS NGR",31
RAJASTHAN,2011,PALI,31
RAJASTHAN,2011,"SAWAI MADHOPUR",31
TRIPURA,2011,NORTH,31
BIHAR,2012,SUPAUL,31
GUJARAT,2012,MEHSANA,31
HARYANA,2012,KAITHAL,31
HARYANA,2012,REWARI,31
KARNATAKA,2012,"MYSORE COMMR.",31
"MADHYA PRADESH",2012,SIDHI,31
MEGHALAYA,2012,"KHASI HILLS EAST",31
"TAMIL NADU",2012,"MADURAI URBAN",31
"TAMIL NADU",2012,PUDUKOTTAI,31
CHHATTISGARH,2001,KANKER,31
JHARKHAND,2001,PAKUR,31
KARNATAKA,2001,CHITRADURGA,31
RAJASTHAN,2001,DUNGARPUR,31
RAJASTHAN,2001,SIROHI,31
"TAMIL NADU",2001,THIRUVARUR,31
"UTTAR PRADESH",2001,G.R.P.,31
ASSAM,2002,DARRANG,31
GUJARAT,2002,GANDHINAGAR,31
HARYANA,2002,KURUKSHETRA,31
HARYANA,2002,YAMUNANAGAR,31
JHARKHAND,2002,CHATRA,31
JHARKHAND,2002,GODDA,31
PUNJAB,2002,HOSHIARPUR,31
TRIPURA,2002,SOUTH,31
CHANDIGARH,2002,CHANDIGARH,31
ASSAM,2003,KARIMGANJ,31
ASSAM,2003,LAKHIMPUR,31
GUJARAT,2003,VALSAD,31
JHARKHAND,2003,GODDA,31
"MADHYA PRADESH",2003,KHANDWA,31
"MADHYA PRADESH",2003,RAJGARH,31
"MADHYA PRADESH",2003,SHAJAPUR,31
MAHARASHTRA,2003,"AMRAVATI COMMR.",31
ODISHA,2003,MALKANGIR,31
"TAMIL NADU",2003,NAMAKKAL,31
"TAMIL NADU",2003,PERAMBALUR,31
"UTTAR PRADESH",2003,FAIZABAD,31
"UTTAR PRADESH",2003,MIRZAPUR,31
UTTARAKHAND,2003,DEHRADUN,31
UTTARAKHAND,2003,NAINITAL,31
ASSAM,2004,LAKHIMPUR,31
"JAMMU & KASHMIR",2004,KUPWARA,31
JHARKHAND,2004,CHATRA,31
JHARKHAND,2004,GODDA,31
KERALA,2004,"ERNAKULAM RURAL",31
"MADHYA PRADESH",2004,SIHORE,31
MAHARASHTRA,2004,"AURANGABAD COMMR.",31
ODISHA,2004,KENDRAPARA,31
"TAMIL NADU",2004,NAMAKKAL,31
"TAMIL NADU",2004,THENI,31
"WEST BENGAL",2004,HOWRAH,31
ASSAM,2005,GOALPARA,31
ASSAM,2005,KAMRUP,31
HARYANA,2005,SIRSA,31
"MADHYA PRADESH",2005,SHAJAPUR,31
RAJASTHAN,2005,DHOLPUR,31
"TAMIL NADU",2005,DHARMAPURI,31
"TAMIL NADU",2005,VIRUDHUNAGAR,31
"UTTAR PRADESH",2005,GONDA,31
UTTARAKHAND,2005,NAINITAL,31
"WEST BENGAL",2005,"HOWRAH CITY",31
"DELHI UT",2005,EAST,31
ASSAM,2006,UDALGURI,31
BIHAR,2006,SUPAUL,31
KARNATAKA,2006,"UTTAR KANNADA",31
KERALA,2006,IDUKKI,31
"MADHYA PRADESH",2006,SIHORE,31
MAHARASHTRA,2006,"AURANGABAD COMMR.",31
MAHARASHTRA,2006,GONDIA,31
MANIPUR,2006,"IMPHAL EAST",31
NAGALAND,2006,KOHIMA,31
PUNJAB,2006,MOGA,31
PUNJAB,2006,"TARN TARAN",31
"UTTAR PRADESH",2006,SONBHADRA,31
"WEST BENGAL",2006,COOCHBEHAR,31
"ANDHRA PRADESH",2007,SRIKAKULAM,31
ASSAM,2007,GOALPARA,31
GUJARAT,2007,MEHSANA,31
JHARKHAND,2007,LOHARDAGGA,31
"MADHYA PRADESH",2007,NARSINGHPUR,31
MANIPUR,2007,BISHNUPUR,31
ODISHA,2007,NAYAGARH,31
ODISHA,2007,RAYAGADA,31
PUNJAB,2007,"AMRITSAR RURAL",31
"UTTAR PRADESH",2007,DEORIA,31
"WEST BENGAL",2007,DARJEELING,31
ASSAM,2008,NALBARI,31
HARYANA,2008,AMBALA,31
HARYANA,2008,MAHENDRAGARH,31
"JAMMU & KASHMIR",2008,JAMMU,31
JHARKHAND,2008,LATEHAR,31
JHARKHAND,2008,PAKUR,31
KARNATAKA,2008,HAVERI,31
GUJARAT,2001,"RAJKOT RURAL",30
MAHARASHTRA,2001,"SOLAPUR COMMR.",30
RAJASTHAN,2001,JODHPUR,30
"TAMIL NADU",2001,PUDUKOTTAI,30
ASSAM,2002,DHEMAJI,30
BIHAR,2002,KISHANGANJ,30
CHHATTISGARH,2002,BALRAMPUR,30
JHARKHAND,2002,KODERMA,30
MANIPUR,2002,CHURACHANDPUR,30
ODISHA,2002,BERHAMPUR,30
PUNJAB,2002,BATALA,30
RAJASTHAN,2002,BARAN,30
RAJASTHAN,2002,BHILWARA,30
"TAMIL NADU",2002,THIRUVARUR,30
"UTTAR PRADESH",2002,G.R.P.,30
"WEST BENGAL",2002,COOCHBEHAR,30
"ANDHRA PRADESH",2003,VIZIANAGARAM,30
ASSAM,2003,GOALPARA,30
BIHAR,2003,ARWAL,30
BIHAR,2003,BAGAHA,30
CHHATTISGARH,2003,JANJGIR,30
GUJARAT,2003,KUTCH,30
HARYANA,2003,KURUKSHETRA,30
JHARKHAND,2003,KODERMA,30
"MADHYA PRADESH",2003,MANDSAUR,30
MAHARASHTRA,2003,BHANDARA,30
RAJASTHAN,2003,DUNGARPUR,30
"UTTAR PRADESH",2003,CHANDOLI,30
"UTTAR PRADESH",2003,"CHITRAKOOT DHAM",30
JHARKHAND,2004,KODERMA,30
"MADHYA PRADESH",2004,RAJGARH,30
ODISHA,2004,NAYAGARH,30
RAJASTHAN,2004,DAUSA,30
RAJASTHAN,2004,JALORE,30
"TAMIL NADU",2004,KANYAKUMARI,30
"TAMIL NADU",2004,PUDUKOTTAI,30
"TAMIL NADU",2004,THIRUVANNAMALAI,30
"WEST BENGAL",2004,"HOWRAH CITY",30
ASSAM,2005,KARIMGANJ,30
GUJARAT,2005,"KHEDA NORTH",30
GUJARAT,2005,MEHSANA,30
GUJARAT,2005,SURENDRANAGAR,30
KERALA,2005,"TRIVANDRUM RURAL",30
MAHARASHTRA,2005,"AMRAVATI COMMR.",30
MANIPUR,2005,BISHNUPUR,30
RAJASTHAN,2005,SIROHI,30
"TAMIL NADU",2005,KANYAKUMARI,30
"UTTAR PRADESH",2005,MAHARAJGANJ,30
GUJARAT,2006,DAHOD,30
GUJARAT,2006,SURENDRANAGAR,30
"JAMMU & KASHMIR",2006,POONCH,30
JHARKHAND,2006,CHATRA,30
"MADHYA PRADESH",2006,KHANDWA,30
"MADHYA PRADESH",2006,PANNA,30
ODISHA,2006,KALAHANDI,30
PUNJAB,2006,GURDASPUR,30
PUNJAB,2006,"SAS NGR",30
"TAMIL NADU",2006,NAGAPATTINAM,30
"UTTAR PRADESH",2006,BASTI,30
BIHAR,2007,NAUGACHIA,30
GUJARAT,2007,"AHMEDABAD RURAL",30
GUJARAT,2007,AMRELI,30
KARNATAKA,2007,"DHARWAD RURAL",30
"MADHYA PRADESH",2007,MANDSAUR,30
MAHARASHTRA,2007,"AMRAVATI COMMR.",30
MAHARASHTRA,2007,BHANDARA,30
NAGALAND,2007,DIMAPUR,30
ODISHA,2007,BHADRAK,30
ODISHA,2007,KALAHANDI,30
ODISHA,2007,MALKANGIR,30
RAJASTHAN,2007,PALI,30
"UTTAR PRADESH",2007,MAHOBA,30
PUDUCHERRY,2007,PONDICHERRY,30
BIHAR,2008,SAHARSA,30
"MADHYA PRADESH",2008,SIDHI,30
MAHARASHTRA,2008,NANDURBAR,30
MAHARASHTRA,2008,WASHIM,30
MANIPUR,2008,"IMPHAL EAST",30
MEGHALAYA,2008,"KHASI HILLS EAST",30
ODISHA,2008,BOLANGIR,30
PUDUCHERRY,2008,PUDUCHERRY,30
"ANDHRA PRADESH",2009,VIZIANAGARAM,30
KARNATAKA,2009,KOLAR,30
ODISHA,2009,"DCP BBSR",30
ODISHA,2009,SUNDARGARH,30
PUNJAB,2009,MOGA,30
"UTTAR PRADESH",2009,FAIZABAD,30
"UTTAR PRADESH",2009,HAMIRPUR,30
"UTTAR PRADESH",2009,PILIBHIT,30
CHHATTISGARH,2010,BALRAMPUR,30
HARYANA,2010,KAITHAL,30
"JAMMU & KASHMIR",2010,SOPORE,30
KARNATAKA,2010,"MYSORE COMMR.",30
KERALA,2010,THRISSUR,30
ODISHA,2010,CUTTACK,30
"UTTAR PRADESH",2010,"CSM NAGAR",30
"UTTAR PRADESH",2010,"RAMABAI NAGAR",30
"DELHI UT",2010,NORTH,30
JHARKHAND,2011,PAKUR,30
"TAMIL NADU",2011,SIVAGANGAI,30
"TAMIL NADU",2011,THIRUVALLUR,30
"UTTAR PRADESH",2011,"CSM NAGAR",30
"UTTAR PRADESH",2011,G.R.P.,30
"DELHI UT",2011,SOUTH,30
BIHAR,2012,SHEIKHPURA,30
GUJARAT,2012,HIMATNAGAR,30
KERALA,2012,"KOLLAM RURAL",30
"MADHYA PRADESH",2012,PANNA,30
MAHARASHTRA,2012,WARDHA,30
ODISHA,2012,BERHAMPUR,30
RAJASTHAN,2012,DAUSA,30
"TAMIL NADU",2012,NAMAKKAL,30
"UTTAR PRADESH",2012,MAHARAJGANJ,30
"WEST BENGAL",2012,JHARGRAM,30
PUNJAB,2008,"AMRITSAR RURAL",29
"TAMIL NADU",2008,KANYAKUMARI,29
"TAMIL NADU",2008,PERAMBALUR,29
"TAMIL NADU",2008,"SALEM URBAN",29
ASSAM,2009,BASKA,29
ASSAM,2009,DARRANG,29
CHHATTISGARH,2009,KORIYA,29
GUJARAT,2009,MEHSANA,29
HARYANA,2009,KURUKSHETRA,29
"HIMACHAL PRADESH",2009,KANGRA,29
MAHARASHTRA,2009,WARDHA,29
MANIPUR,2009,"IMPHAL EAST",29
ODISHA,2009,BARAGARH,29
ODISHA,2009,JAGATSINGHPUR,29
ODISHA,2009,NAYAGARH,29
PUNJAB,2009,MUKTSAR,29
RAJASTHAN,2009,DAUSA,29
RAJASTHAN,2009,DUNGARPUR,29
"UTTAR PRADESH",2009,MAU,29
GUJARAT,2010,VALSAD,29
HARYANA,2010,REWARI,29
JHARKHAND,2010,KODERMA,29
KARNATAKA,2010,DAVANAGERE,29
"MADHYA PRADESH",2010,"ASHOK NAGAR",29
MAHARASHTRA,2010,GONDIA,29
ODISHA,2010,KANDHAMAL,29
PUNJAB,2010,"CP JALANDHAR",29
RAJASTHAN,2010,CHITTORGARH,29
"TAMIL NADU",2010,THIRUVARUR,29
"UTTAR PRADESH",2010,RAIBAREILLY,29
PUDUCHERRY,2010,PUDUCHERRY,29
CHHATTISGARH,2011,NARAYANPUR,29
HARYANA,2011,KURUKSHETRA,29
KARNATAKA,2011,"UTTAR KANNADA",29
KERALA,2011,"KOLLAM RURAL",29
"MADHYA PRADESH",2011,SIDHI,29
ODISHA,2011,BERHAMPUR,29
ODISHA,2011,JHARSUGUDA,29
PUNJAB,2011,"CP JALANDHAR",29
RAJASTHAN,2011,BARMER,29
RAJASTHAN,2011,"JODHPUR CITY",29
"UTTAR PRADESH",2011,AURAIYA,29
GUJARAT,2012,"VADODARA COMMR.",29
KARNATAKA,2012,KODAGU,29
ODISHA,2012,KANDHAMAL,29
RAJASTHAN,2012,BARMER,29
RAJASTHAN,2012,BHILWARA,29
RAJASTHAN,2012,PRATAPGARH,29
RAJASTHAN,2012,SIROHI,29
"TAMIL NADU",2012,"COIMBATORE URBAN",29
"UTTAR PRADESH",2012,MAHOBA,29
GUJARAT,2001,"RAJKOT COMMR.",29
MAHARASHTRA,2001,WASHIM,29
MANIPUR,2001,BISHNUPUR,29
MANIPUR,2001,IMPHAL(EAST),29
ODISHA,2001,KALAHANDI,29
"DELHI UT",2001,CENTRAL,29
BIHAR,2002,"PATNA RLY.",29
KARNATAKA,2002,CHAMARAJNAGAR,29
"TAMIL NADU",2002,KARUR,29
TRIPURA,2002,DHALAI,29
"UTTAR PRADESH",2002,ST.RAVIDASNAGAR,29
PUDUCHERRY,2002,PONDICHERRY,29
ODISHA,2003,SAMBALPUR,29
RAJASTHAN,2003,CHURU,29
"DELHI UT",2003,CENTRAL,29
PUDUCHERRY,2003,PONDICHERRY,29
HARYANA,2004,FATEHABAD,29
KARNATAKA,2004,CHICKMAGALUR,29
KARNATAKA,2004,"MYSORE COMMR.",29
"MADHYA PRADESH",2004,BARWANI,29
ODISHA,2004,BALASORE,29
